,Unnamed: 0,rank,title,score,scored_by_users,type,episodes,status,aired,Year Aired,premiered,Premiered Season,broadcast,Broadcast Date,producers,licensors,studios,source,genres,Main Genre,theme,demographic,duration,duration (mins),rating,popularity,url
2921,2921,3572,Sekai Seifuku: Bouryaku no Zvezda,7.06,49586,TV,12,Finished Airing,"Jan 12, 2014 to Mar 30, 2014",2014,Winter 2014,Winter,Unknown,Unknown,"Aniplex, Dentsu, flying DOG, Notes, Atelier Musa, Ichijinsha",Aniplex of America,A-1 Pictures,Original,"Action, Comedy, Fantasy",Action,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,1348,https://myanimelist.net/anime/20973/Sekai_Seifuku__Bouryaku_no_Zvezda
2925,2925,3576,Taiho Shichau zo Special,7.06,2080,TV,20,Finished Airing,"Mar 30, 1999 to Apr 30, 1999",1999,Spring 1999,Spring,Unknown,Unknown,TBS,AnimEigo,Studio Deen,Manga,"Action, Comedy",Action,Police,Shounen,8 min. per ep.,8 ,PG-13 - Teens 13 or older,6779,https://myanimelist.net/anime/2011/Taiho_Shichau_zo_Special
2928,2928,3579,The God of High School,7.06,377284,TV,13,Finished Airing,"Jul 6, 2020 to Sep 28, 2020",2020,Summer 2020,Summer,Mondays at 23:30 (JST),Mondays,"Sola Entertainment, Naver Webtoons",Crunchyroll,MAPPA,Web manga,"Action, Fantasy, Sci-Fi, Supernatural",Action,Martial Arts,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,218,https://myanimelist.net/anime/41353/The_God_of_High_School
2930,2930,3581,Tsurikichi Sanpei,7.06,1484,TV,109,Finished Airing,"Apr 7, 1980 to Jun 28, 1982",1980,Spring 1980,Spring,Mondays at 19:00 (JST),Mondays,Studio Jack,"None found, add some",Nippon Animation,Manga,"Adventure, Sports",Adventure,Unknown,All,24 min. per ep.,24 ,G - All Ages,7753,https://myanimelist.net/anime/3137/Tsurikichi_Sanpei
2931,2931,3582,Tu Bian Ying Xiong Leaf,7.06,6062,ONA,12,Finished Airing,"Apr 14, 2018 to Jul 6, 2018",2018,Unknown,Unknown,Unknown,Unknown,"Haoliners Animation League, bilibili","None found, add some",Studio LAN,Original,,Unknown,Super Power,All,21 min. per ep.,21 ,PG-13 - Teens 13 or older,3463,https://myanimelist.net/anime/35044/Tu_Bian_Ying_Xiong_Leaf
2934,2934,3585,YAT Anshin! Uchuu Ryokou,7.06,640,TV,50,Finished Airing,"Oct 5, 1996 to Sep 27, 1997",1996,Fall 1996,Fall,Saturdays at 18:00 (JST),Saturdays,NHK,"None found, add some","Xebec, Group TAC",Original,"Adventure, Comedy, Sci-Fi",Adventure,Unknown,Shounen,25 min. per ep.,25 ,PG-13 - Teens 13 or older,9784,https://myanimelist.net/anime/1891/YAT_Anshin_Uchuu_Ryokou
2936,2936,3587,Nobunaga no Shinobi: Anegawa Ishiyama-hen,7.05,2900,TV,26,Finished Airing,"Apr 7, 2018 to Sep 29, 2018",2018,Spring 2018,Spring,Saturdays at 01:35 (JST),Saturdays,"None found, add some","None found, add some",TMS Entertainment,4-koma manga,,Unknown,Historical,All,3 min. per ep.,3 ,PG-13 - Teens 13 or older,6262,https://myanimelist.net/anime/37126/Nobunaga_no_Shinobi__Anegawa_Ishiyama-hen
2938,2938,3589,Ochame na Futago: Claire Gakuin Monogatari,7.05,925,TV,26,Finished Airing,"Jan 5, 1991 to Nov 2, 1991",1991,Winter 1991,Winter,Unknown,Unknown,Tokyo Movie Shinsha,"None found, add some",TMS Entertainment,Novel,"Comedy, Slice of Life",Comedy,Unknown,All,25 min. per ep.,25 ,G - All Ages,9072,https://myanimelist.net/anime/2570/Ochame_na_Futago__Claire_Gakuin_Monogatari
2939,2939,3590,Otome wa Boku ni Koishiteru,7.05,24212,TV,12,Finished Airing,"Oct 8, 2006 to Dec 24, 2006",2006,Fall 2006,Fall,Unknown,Unknown,"Starchild Records, Dream Force, GANSIS",Media Blasters,feel.,Visual novel,"Comedy, Drama, Romance",Comedy,School,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,2357,https://myanimelist.net/anime/1569/Otome_wa_Boku_ni_Koishiteru
2944,2944,3595,Rockman.EXE Beast,7.05,2741,TV,25,Finished Airing,"Oct 1, 2005 to Apr 1, 2006",2005,Fall 2005,Fall,Unknown,Unknown,"TV Tokyo, Shogakukan-Shueisha Productions, Shogakukan Music & Digital Entertainment","None found, add some",Xebec,Game,"Action, Adventure, Sci-Fi",Action,Unknown,Shounen,25 min. per ep.,25 ,PG - Children,6157,https://myanimelist.net/anime/2110/RockmanEXE_Beast
2946,2946,3597,Saint Seiya: Soul of Gold,7.05,14482,ONA,13,Finished Airing,"Apr 11, 2015 to Sep 26, 2015",2015,Unknown,Unknown,Unknown,Unknown,Bandai Visual,"None found, add some","Toei Animation, Bridge",Manga,"Action, Adventure, Fantasy, Sci-Fi",Action,Unknown,Shounen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,3585,https://myanimelist.net/anime/28215/Saint_Seiya__Soul_of_Gold
2947,2947,3598,Seikimatsu Occult Gakuin,7.05,39173,TV,13,Finished Airing,"Jul 6, 2010 to Sep 28, 2010",2010,Summer 2010,Summer,Tuesdays at 01:30 (JST),Tuesdays,"Aniplex, Xebec, TV Tokyo Music","NIS America, Inc.",A-1 Pictures,Original,"Comedy, Mystery, Sci-Fi, Supernatural",Comedy,School,All,24 min. per ep.,24 ,R - 17+ (violence & profanity),1732,https://myanimelist.net/anime/6974/Seikimatsu_Occult_Gakuin
2948,2948,3599,Seirei Gensouki,7.05,101412,TV,12,Finished Airing,"Jul 6, 2021 to Sep 21, 2021",2021,Summer 2021,Summer,Tuesdays at 02:00 (JST),Tuesdays,"Nippon Columbia, Kanon Sound, TMS Music","None found, add some",TMS Entertainment,Light novel,"Action, Adventure, Drama, Fantasy, Romance",Action,Harem,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,880,https://myanimelist.net/anime/44203/Seirei_Gensouki
2949,2949,3600,Seisenshi Dunbine,7.05,1798,TV,49,Finished Airing,"Feb 5, 1983 to Jan 21, 1984",1983,Winter 1983,Winter,Saturdays at 17:30 (JST),Saturdays,"Bandai Visual, Sotsu, Nagoya Broadcasting Network","ADV Films, Sentai Filmworks",Sunrise,Novel,"Action, Adventure, Drama, Fantasy, Sci-Fi",Action,Mecha,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,5379,https://myanimelist.net/anime/929/Seisenshi_Dunbine
2950,2950,3601,Shangri-La,7.05,16041,TV,24,Finished Airing,"Apr 6, 2009 to Sep 14, 2009",2009,Spring 2009,Spring,Unknown,Unknown,"NTT Docomo, Atelier Musa",Funimation,Gonzo,Novel,"Action, Drama, Sci-Fi",Action,Unknown,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,2454,https://myanimelist.net/anime/5220/Shangri-La
2952,2952,3603,Shuffle!,7.05,123237,TV,24,Finished Airing,"Jul 8, 2005 to Jan 6, 2006",2005,Summer 2005,Summer,Fridays at 00:30 (JST),Fridays,"Xebec, Lantis, Memory-Tech",Funimation,asread.,Visual novel,"Comedy, Drama, Fantasy, Romance, Ecchi",Comedy,Unknown,Seinen,24 min. per ep.,24 ,R+ - Mild Nudity,726,https://myanimelist.net/anime/79/Shuffle
2953,2953,3604,Soukou no Strain,7.05,8330,TV,13,Finished Airing,"Nov 2, 2006 to Feb 15, 2007",2006,Fall 2006,Fall,Unknown,Unknown,Happinet Pictures,Funimation,Studio Fantasia,Original,"Drama, Sci-Fi, Ecchi",Drama,Unknown,All,24 min. per ep.,24 ,R+ - Mild Nudity,4017,https://myanimelist.net/anime/1602/Soukou_no_Strain
2954,2954,3605,Street Fighter II V,7.05,13282,TV,29,Finished Airing,"Apr 10, 1995 to Nov 27, 1995",1995,Spring 1995,Spring,Mondays at 19:00 (JST),Mondays,"Group TAC, Studio Take Off",Manga Entertainment,"Studio Hibari, Production Reed",Game,"Action, Adventure, Drama, Mystery",Action,Unknown,Shounen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,3751,https://myanimelist.net/anime/876/Street_Fighter_II_V
2956,2956,3607,Tsugumomo,7.05,66005,TV,12,Finished Airing,"Apr 2, 2017 to Jun 18, 2017",2017,Spring 2017,Spring,Sundays at 23:30 (JST),Sundays,"Animax, Toei Video, Pony Canyon, Studio NOIX, Hakuhodo DY Music & Pictures, Futabasha, Hakuhodo, Kakao Japan, My Theater D.D.","Funimation, Crunchyroll",Zero-G,Manga,"Action, Comedy, Supernatural, Ecchi",Action,School,Seinen,24 min. per ep.,24 ,R+ - Mild Nudity,1111,https://myanimelist.net/anime/34019/Tsugumomo
2959,2959,3610,Yao Shen Ji 5th Season,7.06,301,ONA,52,Currently Airing,"Oct 30, 2021 to ?",2021,Unknown,Unknown,Unknown,Unknown,bilibili,"None found, add some",Ruo Hong Culture,Novel,"Action, Adventure, Fantasy, Romance",Action,Unknown,All,10 min. per ep.,10 ,PG-13 - Teens 13 or older,10376,https://myanimelist.net/anime/50274/Yao_Shen_Ji_5th_Season
2960,2960,3611,Yuri Kuma Arashi,7.05,29168,TV,12,Finished Airing,"Jan 6, 2015 to Mar 31, 2015",2015,Winter 2015,Winter,Tuesdays at 00:30 (JST),Tuesdays,"Frontier Works, Media Factory, Mainichi Broadcasting System, Movic, Gentosha Comics",Funimation,"SILVER LINK., Lapin Track",Original,"Drama, Fantasy, Girls Love",Drama,Unknown,Seinen,24 min. per ep.,24 ,R - 17+ (violence & profanity),1777,https://myanimelist.net/anime/26165/Yuri_Kuma_Arashi
2963,2963,3614,Arifureta Shokugyou de Sekai Saikyou 2nd Season,7.05,24407,TV,12,Currently Airing,"Jan 13, 2022 to Mar 31, 2022",2022,Winter 2022,Winter,Thursdays at 23:30 (JST),Thursdays,"None found, add some","None found, add some","asread., studio MOTHER",Light novel,"Action, Adventure, Fantasy",Action,Harem,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,843,https://myanimelist.net/anime/40507/Arifureta_Shokugyou_de_Sekai_Saikyou_2nd_Season
2964,2964,3615,Asatte no Houkou.,7.05,9332,TV,12,Finished Airing,"Oct 6, 2006 to Dec 22, 2006",2006,Fall 2006,Fall,Unknown,Unknown,"Bandai Visual, Lantis, TBS, Mag Garden",Sentai Filmworks,J.C.Staff,Manga,"Drama, Supernatural",Drama,Unknown,All,25 min. per ep.,25 ,PG-13 - Teens 13 or older,3867,https://myanimelist.net/anime/1554/Asatte_no_Houkou
2965,2965,3616,Azur Lane: Bisoku Zenshin!,7.05,13077,TV,12,Finished Airing,"Jan 12, 2021 to Mar 30, 2021",2021,Winter 2021,Winter,Tuesdays at 01:00 (JST),Tuesdays,Delfi Sound,"None found, add some","Yostar Pictures, CANDY BOX",4-koma manga,"Comedy, Sci-Fi, Slice of Life",Comedy,Military,All,8 min. per ep.,8 ,PG-13 - Teens 13 or older,3066,https://myanimelist.net/anime/40930/Azur_Lane__Bisoku_Zenshin
2967,2967,3618,Daisuki! BuBu ChaCha,7.05,698,TV,26,Finished Airing,"May 10, 2001 to Nov 29, 2001",2001,Spring 2001,Spring,Unknown,Unknown,Amino,"None found, add some",Daume,Original,,Unknown,Unknown,Kids,25 min. per ep.,25 ,G - All Ages,10284,https://myanimelist.net/anime/4586/Daisuki_BuBu_ChaCha
2969,2969,3620,Deltora Quest,7.05,9827,TV,65,Finished Airing,"Jan 6, 2007 to Mar 29, 2008",2007,Winter 2007,Winter,Unknown,Unknown,"Geneon Universal Entertainment, Dentsu, Genco, Kodansha, Half H.P Studio",Flatiron Film Company,OLM,Book,"Adventure, Fantasy",Adventure,Unknown,Kids,25 min. per ep.,25 ,PG-13 - Teens 13 or older,3644,https://myanimelist.net/anime/1826/Deltora_Quest
2971,2971,3622,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,7.05,184213,TV,12,Finished Airing,"Apr 15, 2017 to Jul 1, 2017",2017,Spring 2017,Spring,Saturdays at 00:30 (JST),Saturdays,"Genco, Movic, Warner Bros. Japan, KlockWorx, SoftBank Creative, MAGES., Hakuhodo DY Music & Pictures, FuRyu, Imagine",Sentai Filmworks,J.C.Staff,Light novel,"Action, Adventure, Fantasy",Action,Unknown,All,25 min. per ep.,25 ,PG-13 - Teens 13 or older,459,https://myanimelist.net/anime/32887/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_Gaiden__Sword_Oratoria
2972,2972,3623,Fushigi Mahou Fun Fun Pharmacy,7.05,431,TV,48,Finished Airing,"Feb 15, 1998 to Feb 6, 1999",1998,Winter 1998,Winter,Unknown,Unknown,"None found, add some","None found, add some",Toei Animation,Unknown,,Unknown,Unknown,Kids,12 min. per ep.,12 ,G - All Ages,8954,https://myanimelist.net/anime/8503/Fushigi_Mahou_Fun_Fun_Pharmacy
2973,2973,3624,Gantz 2nd Stage,7.05,89895,TV,13,Finished Airing,"Aug 26, 2004 to Nov 18, 2004",2004,Summer 2004,Summer,Unknown,Unknown,Fuji TV,"ADV Films, Funimation",Gonzo,Manga,"Action, Drama, Horror, Sci-Fi, Supernatural, Ecchi",Action,Psychological,All,23 min. per ep.,23 ,R+ - Mild Nudity,1240,https://myanimelist.net/anime/395/Gantz_2nd_Stage
2978,2978,3629,Jian Wang 3: Xia Gan Yi Dan Shen Jianxin,7.05,422,ONA,12,Finished Airing,"Sep 21, 2018 to Nov 30, 2018",2018,Unknown,Unknown,Unknown,Unknown,bilibili,"None found, add some",Shenying Animation,Game,"Action, Adventure, Comedy",Action,Unknown,All,17 min. per ep.,17 ,PG-13 - Teens 13 or older,9920,https://myanimelist.net/anime/39419/Jian_Wang_3__Xia_Gan_Yi_Dan_Shen_Jianxin
2980,2980,3631,Kirarin☆Revolution,7.05,10037,TV,153,Finished Airing,"Apr 7, 2006 to Mar 27, 2009",2006,Spring 2006,Spring,Fridays at 18:00 (JST),Fridays,"Shogakukan-Shueisha Productions, VIZ Media, G&G Entertainment, MediaNet, Sony Music Entertainment","None found, add some",SynergySP,Manga,"Comedy, Drama, Romance",Comedy,Unknown,Shoujo,22 min. per ep.,22 ,PG-13 - Teens 13 or older,3495,https://myanimelist.net/anime/1516/Kirarin☆Revolution
2981,2981,3632,Koro-sensei Quest!,7.05,21333,ONA,12,Finished Airing,"Dec 23, 2016 to Mar 10, 2017",2016,Unknown,Unknown,Unknown,Unknown,"None found, add some",Funimation,Lerche,Manga,,Unknown,Unknown,Shounen,10 min. per ep.,10 ,PG-13 - Teens 13 or older,2748,https://myanimelist.net/anime/34389/Koro-sensei_Quest
2982,2982,3633,Kyoukaisenjou no Horizon,7.05,58251,TV,13,Finished Airing,"Oct 2, 2011 to Dec 25, 2011",2011,Fall 2011,Fall,Sundays at 02:58 (JST),Sundays,"Bandai Visual, Lantis, ASCII Media Works, Sony PCL",Sentai Filmworks,Sunrise,Light novel,"Action, Fantasy, Sci-Fi",Action,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,1107,https://myanimelist.net/anime/10456/Kyoukaisenjou_no_Horizon
2986,2986,3637,Mamoru-kun ni Megami no Shukufuku wo!,7.05,9501,TV,24,Finished Airing,"Oct 6, 2006 to Mar 30, 2007",2006,Fall 2006,Fall,Unknown,Unknown,"None found, add some","None found, add some",Zexcs,Light novel,"Comedy, Romance",Comedy,School,All,22 min. per ep.,22 ,PG-13 - Teens 13 or older,3694,https://myanimelist.net/anime/1588/Mamoru-kun_ni_Megami_no_Shukufuku_wo
2988,2988,3639,Mashiro-iro Symphony: The Color of Lovers,7.05,69197,TV,12,Finished Airing,"Oct 5, 2011 to Dec 21, 2011",2011,Fall 2011,Fall,Wednesdays at 02:00 (JST),Wednesdays,"Frontier Works, Lantis, Media Factory",Sentai Filmworks,Manglobe,Visual novel,"Drama, Romance",Drama,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,1277,https://myanimelist.net/anime/10397/Mashiro-iro_Symphony__The_Color_of_Lovers
2989,2989,3640,Ace wo Nerae!,7.04,2606,TV,26,Finished Airing,"Oct 5, 1973 to Mar 29, 1974",1973,Fall 1973,Fall,Unknown,Unknown,Mainichi Broadcasting System,"None found, add some","Madhouse, Tokyo Movie Shinsha",Manga,"Drama, Romance, Sports",Drama,School,Shoujo,24 min. per ep.,24 ,PG-13 - Teens 13 or older,5241,https://myanimelist.net/anime/311/Ace_wo_Nerae
2993,2993,3644,Danball Senki W,7.04,2477,TV,58,Finished Airing,"Jan 18, 2012 to Mar 20, 2013",2012,Winter 2012,Winter,Unknown,Unknown,"None found, add some",Dentsu Entertainment USA,OLM,Game,,Unknown,Mecha,Kids,20 min. per ep.,20 ,G - All Ages,6910,https://myanimelist.net/anime/12651/Danball_Senki_W
2994,2994,3645,Digimon Ghost Game,7.04,2571,TV,21,Currently Airing,"Oct 3, 2021 to ?",2021,Fall 2021,Fall,Sundays at 09:00 (JST),Sundays,"Yomiko Advertising, Fuji TV","None found, add some",Toei Animation,Other,"Action, Adventure, Comedy, Fantasy",Action,Unknown,All,23 min.,23 ,PG-13 - Teens 13 or older,4658,https://myanimelist.net/anime/49515/Digimon_Ghost_Game
2997,2997,3648,Fei Ren Zai,7.04,549,ONA,48,Finished Airing,"Mar 29, 2018 to Jun 27, 2019",2018,Unknown,Unknown,Unknown,Unknown,"None found, add some","None found, add some","Tencent Penguin Pictures, Fenz",Manga,"Comedy, Slice of Life, Supernatural",Comedy,Unknown,All,5 min. per ep.,5 ,PG-13 - Teens 13 or older,8497,https://myanimelist.net/anime/37292/Fei_Ren_Zai
2998,2998,3649,"Flanders no Inu, Boku no Patrasche",7.04,480,TV,26,Finished Airing,"Oct 10, 1992 to Mar 27, 1993",1992,Fall 1992,Fall,Unknown,Unknown,Tokyo Movie Shinsha,"None found, add some",TMS Entertainment,Novel,,Unknown,Historical,All,25 min. per ep.,25 ,G - All Ages,9902,https://myanimelist.net/anime/2624/Flanders_no_Inu_Boku_no_Patrasche
2999,2999,3650,Futari wa Precure,7.04,14900,TV,49,Finished Airing,"Feb 1, 2004 to Jan 30, 2005",2004,Winter 2004,Winter,Sundays at 08:30 (JST),Sundays,"Asatsu DK, Asahi Production, Asahi Broadcasting",4Kids Entertainment,Toei Animation,Original,"Action, Comedy, Fantasy",Action,Unknown,Shoujo,24 min. per ep.,24 ,G - All Ages,2850,https://myanimelist.net/anime/603/Futari_wa_Precure
3000,3000,3651,Futari wa Precure,7.04,14900,TV,49,Finished Airing,"Feb 1, 2004 to Jan 30, 2005",2004,Winter 2004,Winter,Sundays at 08:30 (JST),Sundays,"Asatsu DK, Asahi Production, Asahi Broadcasting",4Kids Entertainment,Toei Animation,Original,"Action, Comedy, Fantasy",Action,Unknown,Shoujo,24 min. per ep.,24 ,G - All Ages,2850,https://myanimelist.net/anime/603/Futari_wa_Precure
3001,3001,3652,Gudetama,7.04,2020,TV,,Currently Airing,"Mar 31, 2014 to ?",2014,Spring 2014,Spring,Not scheduled once per week,Not schedule,Sanrio,"None found, add some",Gathering,Original,"Comedy, Gourmet",Comedy,Unknown,Kids,1 min.,1 ,G - All Ages,5304,https://myanimelist.net/anime/23539/Gudetama
3003,3003,3654,Joker Game,7.04,78706,TV,12,Finished Airing,"Apr 5, 2016 to Jun 21, 2016",2016,Spring 2016,Spring,Tuesdays at 23:00 (JST),Tuesdays,"Frontier Works, Kadokawa Shoten, Movic, AT-X, Sony Music Communications, Hakuhodo DY Music & Pictures, Sammy","Funimation, Crunchyroll",Production I.G,Novel,,Unknown,Unknown,All,23 min. per ep.,23 ,R - 17+ (violence & profanity),958,https://myanimelist.net/anime/31405/Joker_Game
3006,3006,3657,Log Horizon: Entaku Houkai,7.04,53242,TV,12,Finished Airing,"Jan 13, 2021 to Mar 31, 2021",2021,Winter 2021,Winter,Wednesdays at 19:25 (JST),Wednesdays,"None found, add some",Funimation,Studio Deen,Light novel,"Action, Adventure, Fantasy",Action,Game,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,977,https://myanimelist.net/anime/41109/Log_Horizon__Entaku_Houkai
3008,3008,3659,Madlax,7.04,11608,TV,26,Finished Airing,"Apr 6, 2004 to Sep 28, 2004",2004,Spring 2004,Spring,Tuesdays at 01:30 (JST),Tuesdays,Victor Entertainment,ADV Films,Bee Train,Original,"Drama, Mystery, Supernatural",Drama,Unknown,Shounen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,3007,https://myanimelist.net/anime/252/Madlax
3009,3009,3660,Medaka Box,7.04,96098,TV,12,Finished Airing,"Apr 5, 2012 to Jun 21, 2012",2012,Spring 2012,Spring,Thursdays at 01:50 (JST),Thursdays,"TV Tokyo, Lantis, Media Factory, Hakoniwa Academy Student Council",Sentai Filmworks,"Gainax, Asahi Production",Manga,"Action, Comedy, Ecchi",Action,Unknown,Shounen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,829,https://myanimelist.net/anime/11761/Medaka_Box
3010,3010,3661,Mekakucity Actors,7.04,185057,TV,12,Finished Airing,"Apr 13, 2014 to Jun 29, 2014",2014,Spring 2014,Spring,Sundays at 00:00 (JST),Sundays,"Aniplex, 1st PLACE, Tokyo MX, BS11",Aniplex of America,Shaft,Music,"Comedy, Sci-Fi, Supernatural",Comedy,Super Power,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,426,https://myanimelist.net/anime/21603/Mekakucity_Actors
3013,3013,3664,"Ore, Tsushima",7.04,4668,TV,12,Finished Airing,"Jul 2, 2021 to Sep 18, 2021",2021,Summer 2021,Summer,Saturdays at 01:50 (JST),Saturdays,Asmik Ace,"None found, add some","Fanworks, Space Neko Company",Manga,"Comedy, Slice of Life",Comedy,Unknown,Seinen,1 min. per ep.,1 ,PG-13 - Teens 13 or older,4667,https://myanimelist.net/anime/48252/Ore_Tsushima
3015,3015,3666,Princess Connect! Re:Dive,7.04,89517,TV,13,Finished Airing,"Apr 7, 2020 to Jun 30, 2020",2020,Spring 2020,Spring,Tuesdays at 00:30 (JST),Tuesdays,"WOWOW, Nippon Columbia, Tokyo MX, BS11, Cygames","None found, add some",CygamesPictures,Game,"Action, Adventure, Comedy, Fantasy",Action,Unknown,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,847,https://myanimelist.net/anime/39292/Princess_Connect_Re_Dive
3017,3017,3668,Qin Shi Mingyue: Tian Xing Jiu Ge,7.04,288,ONA,60,Finished Airing,"Mar 10, 2016 to Jul 5, 2018",2016,Unknown,Unknown,Unknown,Unknown,"None found, add some","None found, add some",Sparkly Key Animation Studio,Original,"Action, Fantasy",Action,Unknown,All,15 min. per ep.,15 ,PG-13 - Teens 13 or older,10439,https://myanimelist.net/anime/36732/Qin_Shi_Mingyue__Tian_Xing_Jiu_Ge
3021,3021,3672,Show By Rock!! #,7.04,9288,TV,12,Finished Airing,"Oct 2, 2016 to Dec 18, 2016",2016,Fall 2016,Fall,Sundays at 22:00 (JST),Sundays,"Shochiku, Pony Canyon, Sanrio, Studio GOONEYS",Funimation,Bones,Game,,Unknown,Music,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,3531,https://myanimelist.net/anime/32038/Show_By_Rock_
3023,3023,3674,Sore ga Seiyuu!,7.04,16558,TV,13,Finished Airing,"Jul 7, 2015 to Sep 29, 2015",2015,Summer 2015,Summer,Tuesdays at 23:00 (JST),Tuesdays,Evil Line Records,Funimation,Gonzo,Web manga,"Comedy, Slice of Life",Comedy,Unknown,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,2625,https://myanimelist.net/anime/29163/Sore_ga_Seiyuu
3024,3024,3675,Takahashi Rumiko Gekijou Ningyo no Mori,7.04,8236,TV,13,Finished Airing,"Oct 5, 2003 to Dec 21, 2003",2003,Fall 2003,Fall,Unknown,Unknown,TV Tokyo,Geneon Entertainment USA,TMS Entertainment,Manga,"Drama, Fantasy, Horror, Mystery",Drama,Unknown,All,24 min. per ep.,24 ,R - 17+ (violence & profanity),3763,https://myanimelist.net/anime/620/Takahashi_Rumiko_Gekijou_Ningyo_no_Mori
3026,3026,3677,Tokimeki Memorial: Only Love,7.04,14043,TV,25,Finished Airing,"Oct 3, 2006 to Apr 3, 2007",2006,Fall 2006,Fall,Unknown,Unknown,Konami,"None found, add some",AIC ASTA,Game,"Comedy, Romance",Comedy,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,3135,https://myanimelist.net/anime/1555/Tokimeki_Memorial__Only_Love
3028,3028,3679,Uta no☆Prince-sama♪ Maji Love 1000%,7.04,88455,TV,13,Finished Airing,"Jul 3, 2011 to Sep 24, 2011",2011,Summer 2011,Summer,Unknown,Unknown,"Starchild Records, Movic, Dwango, Showgate",Sentai Filmworks,A-1 Pictures,Visual novel,"Comedy, Romance",Comedy,Unknown,Shoujo,25 min. per ep.,25 ,PG-13 - Teens 13 or older,1006,https://myanimelist.net/anime/10321/Uta_no☆Prince-sama♪_Maji_Love_1000
3029,3029,3680,Yami no Matsuei,7.04,22252,TV,13,Finished Airing,"Oct 2, 2000 to Dec 18, 2000",2000,Fall 2000,Fall,Unknown,Unknown,"Starchild Records, Movic","Central Park Media, Discotek Media",J.C.Staff,Manga,"Boys Love, Comedy, Drama, Fantasy, Horror",Boys Love,Vampire,Shoujo,23 min. per ep.,23 ,R - 17+ (violence & profanity),2534,https://myanimelist.net/anime/553/Yami_no_Matsuei
